2017-08-01,3
2016-06-24,3
2017-09-23,3
2017-08-05,3
2017-01-21,3
2014-05-11,2
2017-02-07,2
2014-11-30,2
2016-02-21,2
2015-09-07,2
2017-07-03,2
2016-03-12,2
2017-01-15,2
2014-11-23,2
2014-09-28,2
2014-10-04,2
2015-07-13,2
2014-03-09,2
2015-04-25,2
2017-03-24,2
2017-01-20,2
2014-12-27,2
2016-04-29,2
2014-11-07,2
2014-06-07,2
2014-08-12,2
2016-02-23,2
2016-08-27,2
2017-04-03,2
2016-06-21,2
2016-02-14,2
2016-06-14,2
2016-09-08,2
2015-10-17,2
2015-07-12,2
2015-01-24,2
2014-04-06,2
2016-12-24,2
2014-02-20,2
2016-11-03,2
2017-10-01,2
2014-09-06,2
2015-12-12,2
2016-08-21,2
2016-07-13,2
2016-05-05,2
2017-06-15,2
2015-12-02,2
2014-11-29,2
2017-01-31,2
2017-10-27,2
2016-03-11,2
2017-07-19,2
2017-07-15,2
2015-11-08,2
2016-08-10,2
2015-07-07,2
2015-12-06,2
2015-12-11,2
2014-05-04,2
2016-03-19,2
2014-06-01,2
2014-09-14,2
2017-10-15,2
2016-04-22,2
2017-06-03,2
2014-04-09,2
2014-07-21,2
2014-03-30,2
2017-01-06,2
2014-05-24,2
2014-10-08,2
2015-04-27,2
2016-12-31,2
2015-06-11,2
2017-09-17,2
2017-06-02,2
2015-07-26,2
2016-10-09,2
2015-08-21,2
2017-09-10,2
2015-07-16,2
2015-03-14,2
2017-07-29,2
2017-02-21,2
2014-06-28,2
2015-06-05,2
2016-05-11,2
2016-12-23,2
2016-08-12,2
2017-03-04,2
2016-02-28,2
2014-07-20,2
2015-11-27,2
2014-03-08,2
2015-06-21,2
2014-10-05,2
2017-09-02,2
2015-11-15,2
2016-09-03,2
2014-07-07,2
2017-05-21,2
2016-10-28,2
2017-01-16,2
2017-02-11,2
2016-12-09,2
2015-09-08,2
2016-06-08,2
2014-03-16,2
2017-07-30,2
2016-04-25,2
2016-12-30,2
2014-08-13,2
2016-05-14,2
2014-06-15,2
2016-09-16,2
2017-07-08,2
2016-06-28,2
2015-01-04,2
2014-09-02,2
2016-04-10,2
2017-06-25,2
2016-11-24,2
2017-10-28,2
2016-03-07,2
2015-07-17,2
2015-03-01,2
2016-10-25,2
2014-06-26,2
2014-12-02,2
2015-05-18,2
2016-12-16,2
2016-11-27,2
2016-05-15,2
2016-08-14,2
2017-04-02,2
2016-10-01,2
2016-07-03,2
2015-08-29,2
2014-01-16,2
2017-10-22,2
2016-08-30,2
2016-09-05,2
2015-06-27,2
2017-03-03,2
2016-05-31,2
2017-01-11,2
2014-06-21,2
2015-12-13,2
2014-03-01,2
2016-07-31,2
2017-02-15,2
2017-11-24,2
2015-06-06,2
2014-10-24,2
2016-04-27,2
2016-12-17,2
2017-02-18,2
2015-02-01,2
2016-08-08,2
2015-01-13,2
2015-12-25,2
2014-01-25,2
2017-04-09,2
2016-02-19,2
2015-03-18,2
2017-02-25,2
2014-11-16,2
2015-05-12,2
2014-01-27,2
2016-08-29,2
2017-07-23,2
2015-11-23,2
2017-08-27,2
2014-08-16,2
2017-07-02,2
2014-11-15,2
2014-10-12,2
2014-09-29,2
2017-11-14,2
2017-06-17,2
2016-03-25,2
2017-03-10,2
2016-01-08,2
2017-08-20,2
2016-05-30,2
2015-05-07,2
2014-05-17,2
2017-01-12,2
2015-09-17,2
2015-08-22,2
2016-08-05,2
2017-03-22,1
2015-10-28,1
2015-07-14,1
2015-10-09,1
2015-03-26,1
2015-03-07,1
2014-09-19,1
2015-08-01,1
2015-07-27,1
2014-11-21,1
2014-01-14,1
2017-05-02,1
2014-05-18,1
2017-03-18,1
2017-10-11,1
2016-08-02,1
2016-12-28,1
2017-07-06,1
2017-02-28,1
2017-07-26,1
2015-03-15,1
2017-08-03,1
2015-04-21,1
2016-06-29,1
2016-07-21,1
2017-05-30,1
2016-06-19,1
2014-12-26,1
2015-08-23,1
2016-12-05,1
2014-04-22,1
2015-09-10,1
2016-08-03,1
2014-07-02,1
2016-11-26,1
2015-02-09,1
2017-10-03,1
2014-09-04,1
2017-09-06,1
2015-02-08,1
2017-05-10,1
2016-10-02,1
2015-12-21,1
2014-07-25,1
2014-01-21,1
2016-04-07,1
2015-08-19,1
2017-12-03,1
2017-03-15,1
2014-01-03,1
2014-12-14,1
2015-11-06,1
2017-03-27,1
2016-04-18,1
2016-11-23,1
2014-05-25,1
2017-12-04,1
2016-07-22,1
2015-01-10,1
2015-01-28,1
2017-08-25,1
2014-11-26,1
2014-09-15,1
2015-10-26,1
2015-06-12,1
2014-05-03,1
2015-06-24,1
2014-09-26,1
2015-10-18,1
2015-02-20,1
2017-05-04,1
2016-03-13,1
2016-06-27,1
2017-01-30,1
2015-05-25,1
2017-11-30,1
2016-10-13,1
2017-07-22,1
2014-08-01,1
2017-03-05,1
2014-02-06,1
2014-12-07,1
2017-07-09,1
2015-08-30,1
2014-07-09,1
2016-03-09,1
2015-11-24,1
2015-10-24,1
2014-08-14,1
2016-07-15,1
2014-09-18,1
2015-01-20,1
2015-08-10,1
2014-02-15,1
2014-04-02,1
2016-01-26,1
2014-08-04,1
2015-09-24,1
2015-05-23,1
2017-01-07,1
2015-01-19,1
2016-01-27,1
2017-08-12,1
2016-09-23,1
2014-06-20,1
2016-03-05,1
2017-11-17,1
2016-02-26,1
2017-06-06,1
2015-02-23,1
2014-06-30,1
2017-12-02,1
2015-04-19,1
2016-08-17,1
2017-06-05,1
2014-01-01,1
2017-10-07,1
2016-04-26,1
2016-11-22,1
2014-07-12,1
2016-10-23,1
2015-11-20,1
2015-05-01,1
2015-09-15,1
2015-01-31,1
2016-07-25,1
2015-10-06,1
2015-06-15,1
2017-03-30,1
2014-01-13,1
2016-05-23,1
2014-06-08,1
2015-07-30,1
2017-10-29,1
2016-05-18,1
2017-03-07,1
2014-07-23,1
2015-09-13,1
2014-03-21,1
2015-01-08,1
2017-04-21,1
2015-11-09,1
2014-12-16,1
2016-11-25,1
2014-09-27,1
2014-04-12,1
2016-10-27,1
2016-11-18,1
2015-04-07,1
2017-09-03,1
2017-09-28,1
2016-01-25,1
2017-10-31,1
2015-07-20,1
2015-08-04,1
2015-11-07,1
2017-10-17,1
2015-03-04,1
2016-06-09,1
2015-11-18,1
2017-06-01,1
2015-08-20,1
2015-01-06,1
2014-02-25,1
2014-12-15,1
2015-07-25,1
2015-08-28,1
2017-09-16,1
2014-04-11,1
2014-04-14,1
2016-03-21,1
2017-05-16,1
2017-10-06,1
2014-12-29,1
2016-01-07,1
2015-06-03,1
2015-01-09,1
2017-10-09,1
2016-02-03,1
2017-11-10,1
2016-03-31,1
2016-11-04,1
2017-06-27,1
2014-07-11,1
2014-02-05,1
2014-06-09,1
2014-10-11,1
2015-10-27,1
2016-02-27,1
2017-05-26,1
2016-08-06,1
2014-02-03,1
2016-05-17,1
2014-04-25,1
2014-08-27,1
2016-11-02,1
2017-08-22,1
2015-01-07,1
2017-04-20,1
2015-11-21,1
2016-11-11,1
2014-09-03,1
2014-08-18,1
2014-04-07,1
2017-09-09,1
2015-11-14,1
2014-12-20,1
2016-05-01,1
2015-12-27,1
2017-06-10,1
2017-08-04,1
2015-08-27,1
2016-09-24,1
2017-12-06,1
2014-07-04,1
2016-10-17,1
2014-08-20,1
2016-12-01,1
2015-06-09,1
2014-11-05,1
2015-02-05,1
2014-06-02,1
2014-09-21,1
2016-11-01,1
2015-03-22,1
2016-12-12,1
2017-10-16,1
2014-11-18,1
2014-08-09,1
2016-06-04,1
2016-01-30,1
2015-06-07,1
2017-04-13,1
2014-12-31,1
2017-09-04,1
2014-04-30,1
2015-05-04,1
2015-02-17,1
2017-02-10,1
2016-05-08,1
2014-10-16,1
2017-01-27,1
2016-09-25,1
2015-04-03,1
2017-02-27,1
2016-02-13,1
2015-09-19,1
2016-06-30,1
2014-05-31,1
2017-04-27,1
2015-11-03,1
2017-05-01,1
2015-07-02,1
2017-11-09,1
2017-03-19,1
2015-02-28,1
2014-06-25,1
2015-01-23,1
2015-01-02,1
2015-06-17,1
2014-10-14,1
2016-07-24,1
2014-10-26,1
2015-02-15,1
2017-10-05,1
2014-06-24,1
2017-09-30,1
2017-08-19,1
2016-01-06,1
2015-06-19,1
2015-09-25,1
2016-07-19,1
2015-01-01,1
2016-12-02,1
2017-02-20,1
2014-03-14,1
2015-03-09,1
2015-11-13,1
2014-05-21,1
2015-03-10,1
2017-06-08,1
2015-03-27,1
2015-07-22,1
2015-03-21,1
2015-07-23,1
2016-11-30,1
2017-05-29,1
2015-08-03,1
2015-03-20,1
2014-11-28,1
2016-10-04,1
2014-08-31,1
2015-10-22,1
2015-07-24,1
2016-05-04,1
2017-04-26,1
2014-04-29,1
2017-06-09,1
2015-02-26,1
2017-11-05,1
2016-01-17,1
2017-01-26,1
2017-08-28,1
2014-06-13,1
2015-04-02,1
2016-03-04,1
2017-09-20,1
2016-09-13,1
2014-07-28,1
2017-10-18,1
2015-05-17,1
2016-01-23,1
2014-09-11,1
2015-11-02,1
2014-07-27,1
2014-08-29,1
2014-04-27,1
2016-08-18,1
2016-04-21,1
2015-11-16,1
2016-06-12,1
2016-09-04,1
2014-01-20,1
2015-12-31,1
2016-10-18,1
2017-05-07,1
2014-07-08,1
2016-10-14,1
2017-08-08,1
2017-02-06,1
2014-12-24,1
2017-04-06,1
2016-12-03,1
2015-12-26,1
2015-03-08,1
2015-02-07,1
2017-06-22,1
2017-01-03,1
2014-06-04,1
2015-03-24,1
2014-09-20,1
2015-09-11,1
2016-01-11,1
2017-02-26,1
2016-10-08,1
2016-10-22,1
2017-08-16,1
2015-10-02,1
2015-10-19,1
2016-08-04,1
2016-10-31,1
2014-07-14,1
2017-08-14,1
2015-08-07,1
2017-11-18,1
2017-06-30,1
2016-09-10,1
2017-08-24,1
2016-07-29,1
2015-05-20,1
2016-08-01,1
2017-07-31,1
2016-03-08,1
2015-07-21,1
2014-05-13,1
2017-07-27,1
2014-10-29,1
2017-02-09,1
2015-04-16,1
2017-07-28,1
2017-01-29,1
2014-12-13,1
2017-10-12,1
2014-07-19,1
2015-05-26,1
2015-06-16,1
2016-03-15,1
2016-07-20,1
2015-01-26,1
2017-05-09,1
2015-11-29,1
2014-11-27,1
2014-11-08,1
2017-02-19,1
2016-05-21,1
2014-03-05,1
2017-01-04,1
2014-12-23,1
2015-10-12,1
2015-06-10,1
2017-08-02,1
2015-02-06,1
2017-05-20,1
2014-02-07,1
2014-10-13,1
2017-11-16,1
2016-02-25,1
2014-06-03,1
2016-09-14,1
2015-03-23,1
2017-02-22,1
2014-11-19,1
2015-05-30,1
2016-07-05,1
2015-10-01,1
2016-06-06,1
2015-06-22,1
2015-08-25,1
2016-11-17,1
2015-12-08,1
2016-08-25,1
2014-08-06,1
2015-08-06,1
2017-10-23,1
2014-07-30,1
2016-11-10,1
2016-09-29,1
2017-04-28,1
2015-06-29,1
2016-10-03,1
2014-05-12,1
2014-06-22,1
2016-08-11,1
2017-02-08,1
2015-03-13,1
2015-02-25,1
2017-01-25,1
2014-02-22,1
2014-12-12,1
2017-10-10,1
2015-03-17,1
